otus	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm
142310	0	1	0	0	0	0	0	0	0	0
129923	3	0	0	0	0	0	0	0	0	0
235822	0	0	0	0	0	0	0	0	0	0
271669	0	0	0	0	0	0	0	0	0	1
156712	0	0	0	0	0	0	0	0	0	0
185581	0	3	0	13	3	1	2	121	46	6
175028	0	0	0	1	0	0	0	0	0	0
318733	0	0	0	0	0	0	0	0	0	0
153124	0	0	0	0	0	0	0	0	0	0
396135	0	0	0	0	0	0	0	0	0	0
83738	0	0	0	0	0	0	0	0	0	0
329714	0	0	0	0	0	0	0	0	0	0
8215	0	0	0	0	0	1	0	0	1	0
145318	2	1	1	0	0	0	0	0	0	0
114493	20	12	4	0	0	0	2	1	1	0
161773	0	28	1	0	0	0	2	2	40	41
79509	0	1	0	2	2	2	0	2	3	5
8178	0	0	0	0	0	0	0	0	0	0
196860	0	0	0	0	0	0	0	0	0	0
236381	0	0	0	0	0	0	0	1	4	1
152723	3	4	1	2	1	1	0	2	1	1
211053	0	0	0	1	0	0	0	1	0	0
536009	0	0	0	0	0	0	0	0	0	0
211138	0	0	0	0	0	0	0	0	0	0
471448	0	0	0	0	0	0	0	0	0	0
8494	0	1	0	0	0	0	0	0	0	0
340095	52	469	15	2	0	1	19	2	0	0
338443	0	0	0	0	0	0	0	0	0	0
448893	0	0	0	0	0	0	0	0	0	0
140772	0	0	7	0	0	0	0	0	0	0
526385	1	52	4	0	0	0	0	0	0	0
140930	0	4	8	0	0	1	0	0	0	0
152595	0	0	0	0	0	0	0	0	0	1
70116	0	213	1	0	0	0	0	0	0	0
71823	0	790	4	2	0	0	0	0	0	0
247615	0	1	0	0	0	0	0	0	0	0
250586	0	0	0	0	0	0	0	0	0	0
275935	53	488	22	0	0	0	26	1	0	0
8523	0	13	0	0	0	2	10	1	0	0
510529	75	27	28	1	1	1	1	0	3	0
520731	0	120	1	0	1	0	0	0	0	0
73352	3	6	1	0	0	0	2	0	0	0
557030	3	2	0	0	0	0	0	0	0	0
457157	0	0	0	0	0	0	0	0	0	0
144968	11	7	4	0	0	0	0	0	0	0
140765	3	4	1	0	0	0	0	0	0	0
185650	1	3	0	0	0	0	0	0	0	0
270842	16	20	7	0	0	0	0	0	0	0
279231	421	387	81	3	1	7	53	3	2	3
89393	438	259	77	1	0	2	13	4	3	7
179854	1	0	0	0	0	0	0	0	0	0
173619	0	0	0	0	0	0	0	3	0	0
173614	0	0	0	1	0	0	0	0	0	0
158847	1	0	0	1	1	0	2	6	4	1
7716	0	0	0	0	0	0	0	0	0	0
278985	0	0	0	0	0	0	0	0	0	0
221119	0	0	0	14	0	1	0	1	2	1
101411	0	0	0	1	2	6	3	131	589	563
125382	0	0	0	0	0	0	0	0	0	0
39461	0	0	0	0	0	0	0	4	34	32
548160	1	2	1	8	4	13	19	723	3656	2819
154661	0	0	0	0	0	1	6	0	11	8
212454	0	0	0	0	0	0	0	7	21	9
530612	0	2	7	5	7	4	6	277	601	481
8054	0	0	0	0	0	0	0	6	31	43
8101	0	0	0	0	0	0	0	2	0	1
532152	0	0	0	0	0	0	0	1	0	0
279401	0	0	0	0	0	0	0	1	0	0
592523	0	0	0	0	0	0	0	0	1	1
43111	0	0	0	0	0	0	1	2	2	3
37302	0	0	0	1	0	1	0	1	1	0
286450	0	0	0	0	0	0	0	0	0	0
7908	0	0	0	0	0	0	0	0	0	0
235173	0	0	0	0	0	5	0	0	0	0
8006	0	0	0	0	0	0	0	0	0	0
48785	0	0	0	0	0	1	0	0	0	0
140123	0	0	0	0	0	1	0	0	0	0
83477	0	0	0	0	0	0	0	0	0	0
7509	0	0	0	0	0	0	0	0	0	0
280943	0	0	0	0	0	0	1	13	39	39
346912	0	0	0	0	0	0	0	0	0	0
32582	0	0	0	0	0	0	0	0	0	0
139981	0	0	0	0	0	0	0	0	0	0
157596	0	0	0	0	1	0	0	0	0	0
168486	0	0	0	1	0	0	0	0	0	0
260942	0	0	0	0	0	0	0	0	0	0
70247	0	0	0	0	0	0	0	0	1	0
7539	0	0	0	0	0	0	0	0	0	0
7570	0	0	0	0	0	0	0	0	1	0
132687	0	0	0	0	0	0	0	0	1	0
7555	0	0	0	0	0	0	0	0	0	1
7595	0	0	0	0	0	0	0	0	0	0
7594	0	0	0	0	0	0	0	1	0	1
137055	0	0	0	0	0	0	0	4	1	0
245026	0	0	0	0	0	0	0	0	0	0
7772	0	33	0	0	0	2	1	0	0	0
65444	0	0	0	0	0	0	0	0	0	0
94102	1	0	0	0	0	0	0	0	2	0
149965	0	0	0	0	0	0	0	2	0	0
79280	0	261	16	0	0	0	0	0	1	0
76350	29	896	13	1	2	11	0	1	0	0
591221	46	70	0	0	0	0	0	0	0	0
48518	0	24	0	0	0	0	0	0	0	0
109333	0	1	0	0	0	0	0	0	0	0
41720	36	195	2	0	0	2	9	0	0	0
231154	0	2	0	0	0	0	0	0	0	0
276010	0	2	0	0	0	0	0	0	0	0
179102	0	0	0	0	0	0	0	0	0	0
146003	0	2	0	0	0	1	0	0	0	0
68655	1	16	0	0	0	3	0	1	1	0
101644	1	0	0	0	0	0	0	0	0	0
214161	0	0	0	0	0	0	0	0	0	0
276133	0	19	0	0	0	0	0	1	1	0
192890	0	5	3	0	0	0	6	1	18	17
106286	0	0	0	0	0	0	0	0	0	0
355076	0	0	0	0	0	0	0	0	0	0
321636	0	0	0	0	0	0	0	0	0	0
236718	1	1	3	51	7	10	4	53	186	39
581967	0	0	0	0	0	0	0	0	0	0
332963	0	0	0	0	0	0	0	0	0	0
111884	0	0	0	0	0	2	18	0	1	3
38141	0	0	0	0	0	0	0	0	0	0
262452	0	0	0	0	0	0	0	0	0	0
74262	10	69	15	0	0	0	0	1	3	2
49093	0	0	0	0	0	0	0	0	0	1
183029	0	2	0	0	0	0	0	2	0	0
242798	0	1	0	0	0	0	0	0	1	0
214126	13	97	1	1	0	11	0	4	8	2
329286	0	0	0	0	0	0	0	0	1	1
5431	0	0	0	0	0	0	0	0	0	0
100639	0	0	0	0	0	0	0	0	0	0
150990	6	39	6	0	0	0	0	0	0	0
77907	0	0	0	0	0	0	0	0	1	0
275257	22	368	13	1	2	4	4	30	27	18
129415	3	2	2	0	0	0	0	90	107	94
5066	0	1	0	0	0	0	0	1	1	1
105473	0	8	0	0	0	0	0	0	0	0
241331	0	0	0	2	0	2	0	1	2	2
4708	0	0	0	0	0	0	0	1	1	0
146531	0	0	0	0	0	3	1	6	12	19
270100	0	0	0	0	0	0	0	0	0	0
271504	0	0	0	0	0	0	0	0	0	0
87984	0	15	0	0	0	0	0	17	16	8
63879	1	139	0	3	1	0	1	190	303	190
63877	0	0	0	0	0	0	0	0	0	0
81189	1	0	0	0	0	0	3	0	0	0
548603	2	12	6	0	0	0	6	0	0	0
166094	38	16	16	0	0	0	16	0	1	0
208196	0	0	1	0	0	0	0	0	0	0
104806	0	1	0	0	0	0	0	0	2	3
471399	0	1	0	0	2	1	6	200	281	284
161177	0	256	0	4	3	32	10	1046	1416	1456
4735	0	0	0	0	0	0	0	0	1	4
90031	0	0	0	0	0	0	1	1	2	0
533498	0	0	0	1	0	0	0	42	32	18
4641	0	1	0	0	0	0	0	19	129	91
175858	0	0	0	0	0	0	0	0	2	0
160252	0	0	0	0	0	0	0	0	0	0
104513	0	0	0	0	0	0	0	0	0	0
5683	0	0	0	0	0	0	0	0	0	0
163347	0	1	0	0	0	0	0	1	2	1
100203	0	0	0	0	0	1	1	2	2	1
75890	1	0	1	33	7	3	1	13	74	15
336200	0	0	0	0	0	0	0	1	1	0
148010	0	0	0	0	0	0	0	0	0	0
159695	0	0	0	0	0	0	0	0	0	0
245872	0	0	0	0	0	0	0	0	0	0
145150	0	0	0	0	0	1	0	49	15	8
135261	0	0	0	0	0	0	0	0	0	0
215354	0	0	0	0	0	0	0	0	0	0
293008	0	0	0	0	0	0	0	1	0	0
93537	0	0	0	0	0	0	0	0	0	0
146037	0	0	0	0	0	0	0	0	0	0
253055	0	0	0	0	0	0	0	0	0	0
310847	0	0	0	0	0	0	0	1	1	0
153572	0	8	0	9	1	0	1	27	2	0
186396	0	0	0	2	0	0	0	0	0	0
159563	0	1	1	1	0	1	0	52	1	2
111879	0	0	0	3	0	0	0	0	12	4
5771	60	99	241	1	0	23	40	1147	1138	1148
493135	0	0	0	0	0	0	0	1	0	0
47316	0	0	0	0	0	0	0	0	0	0
44012	75	1380	155	7	1	86	22	1637	1043	814
86027	9	14	0	0	0	0	0	0	0	0
179555	38	111	17	0	0	1	0	0	0	0
223075	0	27	8	0	0	0	0	0	0	0
532163	1	0	4	0	0	1	11	20	74	47
352619	0	0	0	0	0	0	0	1	1	0
519755	1	0	0	0	0	0	0	0	0	0
514342	0	0	0	0	0	0	0	0	0	0
268065	0	0	1	0	0	0	0	7	5	5
532443	0	0	0	0	0	0	0	0	0	0
162510	0	0	0	0	0	0	0	1	0	0
5851	0	0	0	0	0	0	0	5	1	0
5563	0	5	0	0	0	0	0	0	0	0
104117	0	1	0	0	0	0	15	2	2	0
265057	134	51	9	0	1	32	7	1	0	0
5516	0	4	1	0	1	11	17	16	18	21
168859	0	0	0	0	0	9	62	2	3	1
570079	0	0	0	0	0	1	0	0	0	0
181641	0	0	0	0	0	0	0	0	0	0
163171	0	0	0	0	0	0	0	0	0	0
303674	0	0	0	0	0	1	1	0	0	1
4566	0	0	0	0	0	0	0	0	0	0
75850	0	47	0	0	0	0	0	0	0	0
163716	0	15	0	0	0	0	0	0	0	0
110239	0	0	0	0	0	0	0	0	0	0
255006	0	0	0	0	0	0	0	0	0	0
4470	0	1	0	0	0	0	0	0	0	0
217334	0	1	0	0	0	0	0	0	0	0
240686	5	1	0	0	0	0	0	0	0	0
77302	0	0	0	0	0	0	0	0	0	0
4530	0	0	0	0	0	0	1	0	0	0
259049	0	0	0	0	0	0	3	0	0	0
4529	0	0	0	0	0	0	1	0	0	0
306797	0	0	2	0	0	0	0	0	0	0
68789	0	0	0	0	0	0	0	0	0	0
35227	0	0	0	0	0	0	1	0	1	0
78316	0	0	0	0	0	0	2	0	0	0
129759	12	61	3	0	0	0	0	0	4	3
562526	13	249	26	10	4	4	36	170	41	30
223431	0	0	0	0	0	0	0	0	0	0
560773	127	813	19	2	0	4	98	20	6	3
585288	0	2	0	0	0	0	1	0	0	0
133194	42	102	1	0	0	1	0	0	0	0
143097	1	49	25	2	0	0	15	0	0	0
511687	0	0	0	0	0	0	6	1	0	0
563240	1	3	8	0	0	2	0	3	1	2
162032	0	0	0	0	0	0	0	0	0	0
352641	86	40	1	0	0	0	0	6	6	0
293215	0	12	0	0	0	0	3	0	0	1
543139	1	23	2	3	0	3	3	80	31	17
552687	0	3	1	0	0	0	0	0	0	0
99195	8	33	1	0	0	0	2	0	0	0
278777	9	7	2	0	0	0	0	0	1	0
158069	41	52	30	2	2	0	2	22	15	11
149938	0	1	0	0	0	0	5	1	0	0
251218	1	6	1	0	0	0	0	6	2	0
226200	0	0	0	0	0	0	0	0	0	0
222699	1	7	4	0	0	0	20	1	2	2
6204	2	8	0	0	0	0	0	1	0	0
230648	0	0	0	0	0	0	0	2	8	3
331282	0	3	1	0	0	0	0	0	0	0
494339	34	27	15	1	0	1	2	46	26	7
590580	1	34	0	0	0	0	0	0	0	0
18013	1	1	0	0	0	0	0	0	0	0
188464	9	0	0	0	0	0	0	0	0	0
389987	4	7	4	1	0	0	8	5	0	0
354042	1	3	2	0	0	0	0	0	0	0
238508	0	1	0	0	0	0	1	2	0	0
31402	7	289	1	0	0	3	47	0	1	1
185783	0	0	0	0	0	0	0	0	0	0
130031	0	0	0	0	0	0	0	0	0	0
134597	0	0	0	0	0	0	0	10	27	24
255870	0	0	0	0	0	0	0	0	0	0
471442	0	0	0	0	0	0	0	0	0	0
246904	0	0	0	0	0	0	0	0	0	0
284321	0	0	0	2	0	5	4	137	1292	1442
187961	0	0	0	0	0	0	0	0	17	32
10860	0	0	0	0	0	1	2	18	299	227
548614	0	0	0	0	0	0	0	0	14	16
10845	0	0	0	0	0	1	1	21	77	119
151169	0	0	0	0	0	0	0	4	53	44
576808	0	0	0	0	0	1	0	2	21	19
261781	0	0	0	0	0	0	0	3	58	45
10858	0	0	0	0	0	0	1	17	308	464
275861	0	0	0	0	0	0	0	0	2	3
10857	0	0	0	0	0	0	0	0	8	7
10829	0	0	0	0	0	0	0	0	0	0
545830	0	0	0	0	0	0	0	0	0	0
128536	0	0	0	0	0	0	0	0	0	0
49295	0	3	0	0	0	35	6	33	136	79
171640	0	1	0	0	0	1	0	6	10	14
137426	0	0	0	0	0	0	0	0	0	1
38566	0	0	0	0	0	0	0	1	0	0
247981	0	0	0	0	0	2	3	0	0	4
39056	0	0	0	0	0	0	0	0	0	0
248001	0	0	0	0	0	0	0	0	0	0
10651	0	5	0	0	0	0	0	0	0	0
177418	0	0	0	0	0	2	1	50	137	173
259044	0	0	0	0	0	0	0	0	0	0
140591	0	3	0	0	0	0	0	8	29	36
132337	0	0	0	0	0	3	3	133	449	493
104131	0	0	0	0	0	0	1	1	11	13
140482	0	0	0	0	0	1	1	42	70	124
287305	0	0	0	0	0	0	0	0	0	0
154451	0	0	0	0	0	0	0	0	0	0
244965	0	0	0	0	0	0	0	0	0	0
325922	1	0	1	0	0	0	0	0	0	0
314128	38	11	41	2	0	0	0	0	0	0
125969	330	0	2	11	0	0	0	0	0	0
361804	2016	50	29	138	283	2	0	0	0	1
2394	319	0	113	21	1	0	0	0	1	0
59534	8	0	9	2	0	0	0	0	0	0
584759	0	0	0	0	0	0	0	0	0	0
268479	0	0	0	0	0	0	1	0	0	0
579933	9	0	0	0	0	0	0	0	0	0
58543	0	0	0	0	0	18	1	5	2	1
544271	0	0	0	0	0	6	1	0	0	0
140960	0	0	16	0	0	17	1	7	2	1
325093	0	0	0	0	0	1	10	1	0	0
324969	0	0	0	0	0	2	0	0	0	0
172143	11	65	5	0	0	56	13	34	6	21
544153	0	3	0	0	0	1	0	0	0	0
257508	0	0	0	0	0	1	0	0	0	0
140859	23	15	6	0	11	508	40	28	3	15
36481	0	0	0	0	0	2	1	0	0	0
207627	0	0	0	0	0	1	0	0	0	0
382056	0	0	0	0	0	6	1	0	0	0
471192	0	0	0	2	28	2468	1819	21	4	10
77276	0	1	0	0	1	27	0	0	0	0
447658	0	0	0	0	0	3	0	0	0	0
515258	0	0	0	0	0	0	0	0	0	0
140763	0	0	0	0	0	2	0	0	0	0
201647	0	0	0	1	0	0	1	0	0	0
311503	0	0	0	0	1	3	0	0	0	0
180016	0	0	0	1	0	0	0	0	0	0
145286	0	0	0	0	0	0	0	0	0	0
160771	0	0	0	0	0	0	0	0	0	0
142668	0	0	0	0	0	0	0	0	0	0
519516	0	0	0	0	0	0	0	0	0	0
152380	0	0	0	0	0	0	0	0	0	0
360101	0	0	0	0	0	0	0	0	1	0
560027	0	0	0	0	0	0	0	0	0	0
357986	0	0	0	0	0	0	0	0	0	0
152060	0	0	0	0	0	0	0	1	0	0
58630	0	0	0	0	0	0	0	0	0	0
233273	0	0	0	0	0	0	0	3	1	1
162099	0	0	3	0	0	0	0	0	0	0
257992	0	1	11	0	0	0	0	0	0	0
577339	0	66	0	0	0	1	0	0	0	2
2269	0	0	0	0	0	0	0	0	0	0
46641	0	3	2	0	0	0	0	0	6	0
148090	57	63	4	0	0	0	0	0	0	0
30861	0	0	0	0	0	0	0	0	0	0
2000	0	0	2	3	1	0	0	81	1	3
130663	0	0	0	0	0	0	0	0	0	0
130007	0	0	0	0	0	0	0	0	0	0
2045	0	0	0	1	0	1	0	0	0	0
322235	63	58	34	46	17	40	11	168	16	15
184209	0	0	0	0	0	0	0	0	0	0
349216	0	0	0	0	0	0	0	0	0	0
469832	0	0	0	0	0	0	0	0	0	0
360785	0	0	0	0	0	0	0	0	0	0
469778	11	1	2	25	9	22	4	173	21	11
469709	0	0	0	0	0	1	0	0	0	0
315575	19	3	3	14	13	12	6	86	8	4
130228	19	4	0	10	6	8	1	67	5	4
256830	0	0	0	0	0	0	0	0	0	0
114946	2849	68	18	9426	615	14	5	2	3	2
484332	1	0	0	19	1	1	0	16	3	2
471156	178	7	58	10464	113	57	2	7	2	4
471122	7639	344	997	129571	6452	768	37	94	38	64
108137	0	0	0	7	0	0	0	0	0	0
56320	0	0	0	1	0	0	0	0	0	0
484401	2274	58	3519	330	8	5	1	3	6	0
102425	3404	117	1166	606	17	3	3	0	0	0
289828	0	0	1	1	0	0	0	0	0	0
106565	658	0	1	145	17	2	0	0	2	0
530801	17	107	2	56	1095	6	0	3	0	1
2222	52	19	0	680	177	1	0	1	1	0
544531	789	81	439	68	6	2	0	2	3	0
484338	1024	56	522	136	3	1	0	2	0	1
322715	0	0	0	0	0	0	0	0	0	0
332311	2	3	0	5	4	3	2	31	6	4
469800	0	0	0	0	0	0	0	1	0	0
363625	0	0	0	0	0	0	0	0	0	0
365909	0	0	0	1	0	1	1	4	0	0
258691	0	0	0	0	0	0	0	0	0	0
248140	13	4	2	38	15	62	14	155	19	20
318215	0	0	0	0	0	0	0	0	0	0
256779	0	0	0	0	0	0	0	0	0	1
571828	0	0	0	0	0	0	0	1	0	0
1950	0	39	0	1	0	0	0	0	0	0
63166	21	17	14	0	0	0	0	0	0	0
470807	197	55	89	55	3	1	1	0	0	0
93513	8	9	31	0	0	0	0	0	0	0
22635	115	1	56	39	3	5	0	0	0	0
291090	15	34	0	20	7	58	2	41	13	13
303877	0	0	0	0	0	0	0	0	0	0
585914	0	0	0	0	0	0	0	0	0	0
186233	1	0	0	0	0	0	0	0	0	0
470761	0	3	0	15	9	13	2	94	12	7
546042	0	0	0	0	0	0	0	0	0	0
259569	37	12	6	40	13	50	14	84	20	13
46477	34	10	0	0	0	0	0	0	0	0
276940	2	0	0	3	0	0	0	0	0	0
414628	122	1	0	0	0	1	0	0	0	0
196049	0	0	0	0	0	0	0	1	0	0
470996	0	0	0	0	0	0	0	0	0	0
350649	0	0	2	0	0	3	0	1	0	0
342865	0	0	0	0	0	4	0	31	103	56
566830	0	3	0	0	0	0	0	0	0	0
126906	4	1	0	0	0	0	0	0	0	0
161173	1	1	5	0	0	0	0	0	0	0
137491	12	12	36	0	0	0	0	0	0	0
172112	0	7	5	0	0	1	0	0	0	0
306350	13	36	17	0	1	1	1	0	0	0
58635	0	0	0	0	1	78	0	0	0	0
163626	1	26	0	0	0	0	0	0	0	0
55666	0	0	0	0	0	0	0	0	0	0
2573	0	0	0	0	0	0	0	0	0	0
228517	0	0	0	0	0	2	1	0	0	0
273031	0	0	0	0	0	0	1	0	0	0
259026	0	0	0	0	0	0	0	0	0	0
579046	0	0	0	0	0	0	0	0	0	0
2550	0	0	0	0	0	0	0	1	0	0
164755	0	0	0	0	0	0	0	2	5	6
532169	0	0	0	0	0	0	0	0	0	0
132219	0	0	0	0	0	0	1	0	0	0
143109	0	0	0	0	0	0	2	0	0	0
138931	0	2	0	0	0	0	0	0	0	0
1415	1	3	0	0	0	0	0	0	0	0
55007	3	0	0	0	0	0	0	0	0	0
138843	0	0	0	0	0	0	6	0	0	0
516998	0	13	0	0	0	1	1	0	0	0
288106	0	0	0	0	0	0	0	0	0	0
292815	0	0	0	0	0	0	0	0	0	0
3581	0	0	0	0	0	0	0	0	0	0
329327	0	0	0	0	0	0	0	0	0	0
293363	0	0	0	0	0	0	0	0	0	0
159436	0	0	0	0	0	0	0	0	4	1
150977	0	0	0	0	0	0	0	0	0	0
131989	0	0	0	0	0	0	0	3	30	49
1549	0	0	0	0	0	0	0	0	0	0
557073	0	0	0	0	0	0	0	0	0	0
238021	0	0	0	0	0	0	0	2	0	0
278234	1	0	0	2	0	0	0	16	0	1
102890	1	2	0	0	0	19	148	702	27	8
1591	0	0	9	0	0	2	0	5	0	0
1592	0	0	0	0	0	0	2	70	0	1
248041	0	7	0	1	1	20	147	743	24	12
347528	0	59	0	1	1	0	19	8	4	1
235858	0	0	0	0	0	0	0	0	0	0
111528	0	0	0	1	0	0	0	0	2	0
2936	0	0	0	0	0	0	0	0	0	0
136933	0	0	0	0	0	0	1	0	0	3
2920	0	0	0	0	0	0	0	0	0	0
580742	0	0	0	0	0	0	0	0	0	1
544430	0	0	0	0	0	0	0	0	0	0
2808	0	0	0	0	0	0	0	0	0	0
2826	0	0	0	0	0	0	0	8	15	4
2849	0	0	0	0	0	0	0	0	0	0
237556	0	0	0	0	0	0	0	0	0	0
139631	0	0	0	0	0	0	0	0	0	0
2845	0	0	0	0	0	0	0	1	0	0
200550	0	0	0	0	0	0	0	0	0	0
517456	0	1	0	0	0	0	5	0	0	1
250059	0	0	0	0	0	0	0	2	0	0
585054	0	0	0	0	0	0	0	0	0	0
186029	0	4	1	0	0	0	0	12	0	0
186254	0	0	0	0	0	0	0	0	0	0
469663	0	0	1	2	0	0	0	0	0	0
471157	1	0	0	0	0	0	0	0	0	0
11372	0	0	0	0	0	1	0	5	0	0
11353	0	0	0	0	0	0	0	0	0	0
1277	0	0	0	0	0	0	0	0	1	1
89770	38	0	9	16	1	0	0	0	0	0
44695	0	0	0	0	0	0	0	0	0	0
295560	1	0	0	0	0	0	0	0	0	0
344553	0	0	0	0	0	0	0	1	0	0
326083	0	0	0	0	0	0	0	0	0	0
338957	0	0	0	0	0	0	0	1	1	2
350677	1	0	0	0	0	0	0	0	0	0
319790	79	0	0	0	0	0	0	14	40	37
14207	0	0	0	0	0	0	0	1	1	3
137817	0	0	0	0	0	0	0	0	0	0
210652	0	0	0	0	0	0	0	0	0	0
159888	0	0	0	0	0	0	0	0	0	0
14263	0	1	0	0	0	0	0	0	0	0
268507	0	0	1	0	0	0	0	0	0	0
448805	0	0	0	0	0	0	0	0	0	0
266777	26	48	0	2	0	0	0	0	0	0
565812	1829	2448	143	3	2	2	2	1	0	0
14277	47	5	10	0	0	0	0	0	1	1
489717	9	5	0	0	0	0	0	0	0	0
182104	1016	123	99	4	0	0	0	1	1	0
83175	48	29	15	0	2	0	0	0	0	1
180390	0	1	0	0	0	0	0	0	0	0
364655	4	3	0	0	0	0	0	0	1	0
14282	0	1	0	0	0	0	0	0	0	0
567933	0	0	0	0	0	0	0	0	0	0
14288	0	0	0	0	0	0	0	0	0	0
175062	19	15	5	0	0	0	0	0	0	0
448819	358	298	81	0	2	0	0	0	0	0
359171	371	523	360	27	15	14	8	155	11	4
181489	2018	73	134	38	3	1	0	0	1	0
259130	0	0	0	1	0	0	0	4	0	0
469661	2	0	0	4	7	0	5	31	4	1
471257	0	0	0	0	0	0	0	0	0	0
16182	0	0	0	0	0	0	0	0	4	2
60741	0	0	0	0	0	0	0	0	2	1
287160	2	0	13	3	2	4	13	693	2718	1680
543718	0	0	0	0	0	0	0	0	0	0
108384	0	0	0	0	0	0	0	0	1	6
288756	0	0	0	0	0	0	0	0	0	0
437215	0	0	0	0	0	0	0	0	1	0
315982	0	0	0	0	0	0	0	1	1	0
523589	0	0	0	0	0	0	0	0	0	1
541328	0	0	0	0	0	0	0	0	1	1
16231	0	0	0	0	0	0	0	7	37	41
130271	0	0	0	0	0	0	0	0	1	0
165261	0	0	0	0	1	1	1	8	0	1
308873	0	0	0	0	0	0	0	0	0	0
469744	0	0	0	0	0	0	0	0	0	0
107235	0	0	0	0	0	0	0	0	0	0
41119	0	0	0	1	0	0	0	0	0	0
49276	0	0	0	0	0	0	0	0	0	0
206631	0	0	0	0	0	0	0	0	0	0
365763	0	0	0	1	0	0	0	0	0	0
255798	0	0	0	0	0	0	0	0	0	0
175932	0	0	0	0	0	0	0	0	0	0
571472	0	0	0	0	0	0	0	0	0	0
594268	0	0	0	0	0	0	0	0	0	0
299390	1	3	0	4	0	3	1	4	0	0
192025	0	0	0	0	0	0	0	0	0	0
290362	0	0	0	0	0	0	0	0	0	0
365310	0	0	0	0	0	0	1	0	0	0
369814	20	0	0	0	0	0	1	0	0	0
594253	0	0	0	0	0	0	0	0	0	0
199006	0	0	0	0	0	0	0	0	0	0
186357	0	0	0	0	0	0	0	0	0	0
177404	0	0	0	0	0	0	0	0	0	0
318444	4	4	0	4	1	1	2	32	1	2
291815	0	0	0	0	0	0	0	0	0	0
183487	0	0	0	0	0	0	0	0	0	0
304309	0	0	0	0	0	0	0	0	0	0
302128	0	0	0	0	0	0	0	1	0	0
208029	0	0	0	0	0	0	0	0	0	0
295456	1	0	0	1	0	0	0	0	0	0
301090	0	0	0	0	0	0	0	0	0	0
334041	0	0	0	0	0	0	0	0	0	0
291684	0	0	0	0	0	0	0	2	0	0
289555	0	0	0	0	0	0	0	0	0	0
183955	0	0	0	0	0	0	0	0	0	0
304393	0	0	0	0	0	0	0	0	0	0
362428	0	0	0	0	0	0	0	0	0	0
246042	0	0	0	0	0	0	0	0	0	0
37865	0	0	0	0	0	0	0	0	0	0
471000	74	0	10	1	0	0	0	0	0	0
92464	0	0	0	0	0	0	0	0	0	0
177772	0	0	1	1	0	0	0	0	0	0
192990	0	0	0	0	0	0	0	0	0	0
186077	0	1	0	1	0	0	0	1	0	0
177520	0	0	0	1	0	0	0	2	0	0
198071	0	0	0	0	0	0	0	0	0	0
186955	0	0	0	1	0	0	0	1	0	0
512903	0	0	0	0	0	0	0	0	0	0
193343	4	43	2	17	0	0	0	6	1	2
302746	0	0	0	0	0	0	0	0	0	0
357795	17	133	16	74	15	22	5	47	8	10
175518	0	2	0	0	0	0	0	0	0	0
184910	0	4	0	0	0	0	0	0	0	0
183969	0	0	0	0	0	0	0	0	0	0
193067	0	0	0	0	0	0	0	0	0	0
311423	0	0	0	0	0	0	0	0	0	0
175208	0	0	0	0	0	0	0	0	0	0
104573	0	0	0	0	0	0	0	0	0	0
62513	0	0	0	0	0	0	0	0	0	0
514200	0	0	0	1	0	0	0	0	0	0
471120	182	5	235	61	5	0	0	0	0	0
470747	1474	155	147	11907	717	193	6	26	12	10
469991	11	0	7	0	2	1	0	42	0	3
302306	0	0	0	0	0	0	0	0	0	0
470969	0	0	0	0	0	0	0	0	0	0
363692	5	0	0	2	1	1	0	29	0	0
184729	0	0	0	0	0	0	0	0	0	0
342397	4	0	0	0	0	0	0	16	0	0
198251	0	0	0	0	0	0	0	0	0	0
339852	0	0	0	0	0	0	0	0	0	0
261912	2	13	0	16	1	8	2	90	3	4
470973	45	24	1	68	9	22	5	208	17	9
470172	13	93	0	17	1	8	4	3	2	1
332450	0	0	0	0	0	0	0	0	0	0
469824	7	0	0	2	2	2	1	10	1	1
14129	0	0	0	0	0	0	0	0	0	0
569196	0	0	0	0	0	0	0	0	0	0
470114	0	0	0	10	2	1	1	43	0	0
368362	0	0	0	0	0	0	0	1	0	0
180665	0	0	0	0	0	0	0	0	0	0
184511	0	0	0	0	0	0	0	0	0	0
132991	0	0	0	0	0	0	0	0	0	1
177918	0	0	0	0	0	0	0	0	0	0
188646	0	1	0	8	1	0	1	33	1	1
361581	0	0	0	1	0	0	0	1	0	0
190675	0	0	0	0	0	0	0	0	0	0
180304	1	2	0	6	1	2	1	2	0	1
171551	31	25	11	190	33	25	15	383	31	20
290260	27	4	1	164	23	19	8	129	23	11
367433	7	52	9	65	8	18	6	65	12	1
185734	1	0	0	3	1	0	0	1	0	0
194986	0	0	0	0	0	0	0	0	0	0
173874	0	0	0	0	0	0	0	0	0	0
194654	0	1	0	0	0	0	0	0	0	0
337270	0	0	0	0	0	0	0	0	0	0
93647	0	0	0	0	0	0	0	0	1	0
261022	1	0	0	7	1	2	0	12	1	0
291566	0	0	0	0	0	0	0	0	0	0
228330	0	0	0	0	0	0	0	0	0	0
563574	0	0	0	0	0	0	0	0	0	0
533488	0	0	0	0	0	0	0	0	0	0
99603	0	0	0	0	0	0	0	0	0	0
264510	0	0	0	0	0	0	0	0	0	0
