otus	Kingdom	Phylum	Class	Order	Family	Genus	Species
558953	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Gordoniaceae	Gordonia	Gordoniaamarae
137558	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Gordoniaceae	Gordonia	Gordoniaalkanivorans
13522	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Rhodococcusrhodnii
100442	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Segniliparaceae	Segniliparus	Segniliparusrugosus
20974	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Tsukamurellaceae	Tsukamurella	Tsukamurellainchonensis
13140	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacteriumtriviale
320457	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacteriumthermoresistibile
556866	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacteriumleprae
13121	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacteriumscrofulaceum
92964	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacteriumgordonae
102201	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacteriumcelatum
143735	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacteriumcelatum
12620	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	Parascardoviadenticolens
86784	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Scardoviainopinata
72858	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Alloscardoviaomnicolens
143171	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Alloscardoviaomnicolens
469868	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacteriumdentium
326977	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacteriumadolescentis
469873	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacteriumpseudocatenulatum
12622	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacteriumsubtile
470460	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerellavaginalis
131391	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacteriumpseudolongum
471185	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacteriumanimalis
12650	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacteriumsaeculare
559527	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacteriumlongum
591285	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacteriumlongum
469852	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacteriumbifidum
108434	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Treponemadenticola
3838	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Treponemasocranskii
24210	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Treponemasocranskii
3859	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Treponemaamylovorum
38741	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Treponemalecithinolyticum
78032	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Treponemaprimitia
77775	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Treponemaprimitia
146387	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Treponemaprimitia
4099	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Treponemaprimitia
141219	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaetaaurantia
90465	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaetaaurantia
101217	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaetaaurantia
89329	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaetaaurantia
4386	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	Leptonema	Leptonemaillini
111897	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriovulgaris
192132	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophilawadsworthia
10517	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophilawadsworthia
10526	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriodesulfuricans
33199	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriodesulfuricans
235762	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioputealis
567650	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioputealis
219355	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioputealis
102412	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioputealis
338150	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioputealis
384155	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriomagneticus
92508	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriobastinii
87605	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriodechloracetivorans
34507	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioaminophilus
536531	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriomexicanus
341019	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriomexicanus
10455	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriomexicanus
19551	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriomexicanus
102653	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriocavernae
245878	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriocavernae
23777	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobiumorale
11293	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Streptobacillus	Streptobacillusmoniliformis
529857	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	Leptotrichiabuccalis
34513	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Propionigenium	Propionigeniummaris
470429	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacteriumnecrophorum
99826	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Cetobacterium	Cetobacteriumsomerae
103527	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasmamobile
536325	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasmaneurolyticum
76821	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasmapenetrans
584755	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Sharpea	p-3329-23G2
74862	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacilluscateniformis
15711	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	Clostridiumcocleatum
470139	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	Clostridiumramosum
15716	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	Clostridiumspiroforme
109807	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	NA	MLG480
381629	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	Allobaculumstercoricanis
470369	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	NA	Eubacteriumbiforme
194446	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	NA	Eubacteriumbiforme
295024	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	NA	Eubacteriumbiforme
362383	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	NA	Clostridiuminnocuum
572915	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	NA	Eubacteriumcylindroides
270972	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	NA	Eubacteriumdolichum
532556	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidiaextructa
19191	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Solobacteriummoorei
470522	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemaniafiliformis
99344	Bacteria	Cyanobacteria	Synechococcophycideae	Pseudanabaenales	Pseudanabaenaceae	Limnothrix	Limnothrixredekei
185981	Bacteria	Cyanobacteria	Synechococcophycideae	Pseudanabaenales	Pseudanabaenaceae	Leptolyngbya	Leptolyngbyafrigida
279660	Bacteria	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Phormidiaceae	Phormidium	Phormidiumanimale
143213	Bacteria	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Phormidiaceae	Planktothrix	Planktothrixagardhii
3232	Bacteria	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Spirulinaceae	Spirulina	Spirulinasubsalsa
268560	Bacteria	Cyanobacteria	Oscillatoriophycideae	Chroococcales	NA	Synechococcus	Synechococcussp.PCC7002
471225	Bacteria	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Microcystaceae	Microcystis	Microcystisviridis
161302	Bacteria	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Phormidiaceae	Phormidium	Phormidiummurrayii
136145	Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Chamaesiphonaceae	NA	Chamaesiphonsubglobosus
3262	Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Chamaesiphonaceae	NA	Chamaesiphonsubglobosus
549188	Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Chamaesiphonaceae	NA	Chamaesiphonsubglobosus
587919	Bacteria	Cyanobacteria	Nostocophycideae	Stigonematales	NA	Fischerella	Fischerellamuscicola
138867	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	Anabaena	Anabaenavariabilis
45521	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	Anabaenopsis	Anabaenopsiselenkinii
247816	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	Trichormus	Trichormusvariabilis
107995	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	Aphanizomenon	Aphanizomenonissatschenkoi
3098	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	Anabaena	Anabaenacylindrica
245604	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	Anabaena	Anabaenacylindrica
178178	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	Gloeotrichia	Gloeotrichiaechinulata
190926	Bacteria	Cyanobacteria	Synechococcophycideae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	Pseudanabaenasp.PCC6903
140593	Bacteria	Cyanobacteria	Synechococcophycideae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	Pseudanabaenasp.PCC6903
568548	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfuricurvum	Sulfuricurvumkujiense
142290	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonasdenitrificans
175886	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacterfetus
11239	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacterlanienae
11247	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacterhelveticus
241170	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobactercurvus
484430	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobactergracilis
246715	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacterhominis
386273	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteroidesureolyticus
56203	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobactermucosalis
162077	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacterconcisus
11164	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobactercryaerophilus
237188	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacterbutzleri
277566	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacternitrofigilis
163978	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundusferrooxydans
214563	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Hydrogenophilus	Hydrogenophilushalorhabdus
6678	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Hydrogenophilus	Hydrogenophilusthermoluteolus
63992	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	CandidatusTremblaya	CandidatusTremblayaprinceps
55005	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	CandidatusTremblaya	CandidatusTremblayaprinceps
75333	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	CandidatusBurkholderiakirkii
111824	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderiagraminis
591509	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderiatropica
144381	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderiasordidicola
238272	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderiamultivorans
367189	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderiaandropogonis
172207	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderiaandropogonis
264640	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	Sutterellaparvirubra
6825	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pelistega	Pelistegaeuropaea
149152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenesfaecalis
338543	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenesfaecalis
550256	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Microvirgula	Microvirgulaaerodenitrificans
519627	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Laribacter	Laribacterhongkongensis
470243	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenellacorrodens
63985	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Bergeriella	Bergerielladenitrificans
470724	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisserialactamica
56599	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Conchiformibius	Conchiformibiussteedae
21796	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Conchiformibius	Conchiformibiuskuhniae
72999	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Conchiformibius	Conchiformibiuskuhniae
107195	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingellakingae
22981	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Simonsiella	Simonsiellamuelleri
520724	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	Methyloteneramobilis
156646	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylobacillus	Methylobacillusflagellatus
29792	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosococcusmobilis
141903	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospiramultiformis
156758	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Methyloversatilis	Methyloversatilisuniversalis
263842	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera	Thauerasp.MZ1T
6697	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azonexus	Azonexusfungiphilus
203562	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	Dechloromonasaromatica
242252	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
143868	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
6725	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
41872	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
230074	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
42580	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
6721	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
134476	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
114676	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
6717	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
6713	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
26639	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclustenuis
138944	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus	Thiobacillusdenitrificans
235428	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacteriumsp.Marseille
7344	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	Paucimonaslemoignei
230108	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
259460	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
60344	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
110675	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
236550	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
235543	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
510182	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
162184	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
365805	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
7316	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
88301	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
571521	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
102382	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
590309	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
551576	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
99681	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
155597	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
327622	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
244518	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
322045	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massiliatimonae
217942	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacteriumlividum
313175	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacteriumlividum
559256	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacteriumlividum
323686	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobactercosmopolitanus
570301	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobactercosmopolitanus
7396	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidusbasilensis
293752	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidustaiwanensis
6974	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hylemonella	Hylemonellagracilis
593931	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovoraxdelafieldii
592118	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovoraxdelafieldii
358779	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovoraxavenae
391129	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovoraxparadoxus
6936	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonasterrigena
255954	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonasaquatica
105081	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia	Lampropediahyalina
271234	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	Brachymonasdenitrificans
270928	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	Brachymonasdenitrificans
166388	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	Brachymonasdenitrificans
72406	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	Limnohabitanscurvus
368509	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquamonas	Aquamonasfontana
153263	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferaxferrireducens
156790	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonassp.JS666
584580	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophagapalleronii
90602	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophagapalleronii
