otus	M31Fcsw	M11Fcsw	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	TS28	TS29
39461	0	0	0	0	4	34	32	0	0
548160	0	2	13	19	723	3656	2819	0	1
154661	0	0	1	6	0	11	8	0	0
212454	0	0	0	0	7	21	9	0	0
530612	1	1	4	6	277	601	481	6	7
8054	0	0	0	0	6	31	43	0	0
8101	0	0	0	0	2	0	1	0	0
532152	0	0	0	0	1	0	0	0	0
279401	0	0	0	0	1	0	0	0	0
592523	0	0	0	0	0	1	1	0	0
43111	0	0	0	1	2	2	3	0	0
37302	0	0	1	0	1	1	0	0	0
286450	0	0	0	0	0	0	0	0	0
7908	0	0	0	0	0	0	0	0	0
235173	0	0	5	0	0	0	0	0	0
8006	0	0	0	0	0	0	0	0	0
48785	0	0	1	0	0	0	0	0	0
140123	0	0	1	0	0	0	0	0	0
83477	0	0	0	0	0	0	0	0	1
7509	0	0	0	0	0	0	0	0	0
280943	0	0	0	1	13	39	39	0	0
346912	0	0	0	0	0	0	0	0	0
32582	0	0	0	0	0	0	0	0	0
139981	0	0	0	0	0	0	0	0	0
157596	0	0	0	0	0	0	0	0	0
168486	0	0	0	0	0	0	0	0	0
260942	0	0	0	0	0	0	0	0	0
70247	0	0	0	0	0	1	0	0	0
7539	0	0	0	0	0	0	0	0	0
7570	0	0	0	0	0	1	0	0	0
132687	0	0	0	0	0	1	0	0	0
7555	0	0	0	0	0	0	1	0	0
7595	0	0	0	0	0	0	0	0	0
7594	0	0	0	0	1	0	1	0	0
137055	0	0	0	0	4	1	0	0	0
245026	0	0	0	0	0	0	0	0	0
7772	0	0	2	1	0	0	0	0	0
65444	0	0	0	0	0	0	0	0	0
94102	0	0	0	0	0	2	0	0	0
149965	0	0	0	0	2	0	0	0	0
79280	0	0	0	0	0	1	0	0	0
76350	0	0	11	0	1	0	0	0	0
591221	0	0	0	0	0	0	0	1	0
48518	0	0	0	0	0	0	0	0	0
109333	0	0	0	0	0	0	0	0	0
41720	0	0	2	9	0	0	0	0	0
231154	0	0	0	0	0	0	0	0	0
276010	0	0	0	0	0	0	0	0	0
179102	0	0	0	0	0	0	0	0	0
146003	0	0	1	0	0	0	0	0	0
68655	0	1	3	0	1	1	0	0	0
101644	0	0	0	0	0	0	0	0	0
214161	0	0	0	0	0	0	0	0	0
276133	0	0	0	0	1	1	0	0	0
192890	0	0	0	6	1	18	17	0	0
106286	0	0	0	0	0	0	0	0	0
355076	0	0	0	0	0	0	0	0	0
321636	0	0	0	0	0	0	0	0	0
236718	5	3	10	4	53	186	39	2	3
581967	0	0	0	0	0	0	0	0	0
332963	0	0	0	0	0	0	0	0	0
111884	0	0	2	18	0	1	3	0	0
38141	0	0	0	0	0	0	0	0	0
262452	0	0	0	0	0	0	0	0	0
74262	0	0	0	0	1	3	2	0	0
49093	0	0	0	0	0	0	1	0	0
183029	0	0	0	0	2	0	0	0	0
242798	0	0	0	0	0	1	0	0	0
214126	0	0	11	0	4	8	2	0	0
329286	0	0	0	0	0	1	1	0	0
5431	0	0	0	0	0	0	0	0	0
100639	0	0	0	0	0	0	0	0	0
150990	0	0	0	0	0	0	0	0	0
77907	0	0	0	0	0	1	0	0	0
275257	0	0	4	4	30	27	18	0	1
129415	0	0	0	0	90	107	94	0	0
5066	0	0	0	0	1	1	1	0	0
105473	0	0	0	0	0	0	0	0	0
241331	0	0	2	0	1	2	2	0	0
4708	0	0	0	0	1	1	0	0	0
146531	0	0	3	1	6	12	19	0	0
270100	0	0	0	0	0	0	0	0	0
271504	0	0	0	0	0	0	0	0	0
87984	0	0	0	0	17	16	8	0	0
63879	1	1	0	1	190	303	190	0	0
63877	0	0	0	0	0	0	0	0	0
81189	0	0	0	3	0	0	0	0	0
548603	0	0	0	6	0	0	0	0	0
166094	1	0	0	16	0	1	0	0	0
208196	0	0	0	0	0	0	0	0	0
104806	0	0	0	0	0	2	3	0	0
471399	0	0	1	6	200	281	284	0	0
161177	0	0	32	10	1046	1416	1456	1	3
4735	0	0	0	0	0	1	4	0	0
90031	0	0	0	1	1	2	0	0	0
533498	0	0	0	0	42	32	18	0	0
4641	0	0	0	0	19	129	91	0	0
175858	0	0	0	0	0	2	0	0	0
160252	0	0	0	0	0	0	0	0	0
104513	0	0	0	0	0	0	0	0	0
5683	0	0	0	0	0	0	0	0	0
163347	0	0	0	0	1	2	1	0	0
100203	0	0	1	1	2	2	1	0	0
75890	0	2	3	1	13	74	15	3	0
336200	0	0	0	0	1	1	0	0	0
148010	0	0	0	0	0	0	0	0	0
159695	0	0	0	0	0	0	0	0	0
245872	0	0	0	0	0	0	0	0	0
145150	0	0	1	0	49	15	8	0	0
135261	0	0	0	0	0	0	0	0	0
215354	0	0	0	0	0	0	0	0	0
293008	0	0	0	0	1	0	0	0	0
93537	0	0	0	0	0	0	0	0	0
146037	0	0	0	0	0	0	0	0	0
253055	0	0	0	0	0	0	0	0	0
310847	0	0	0	0	1	1	0	0	0
153572	0	0	0	1	27	2	0	0	1
186396	0	0	0	0	0	0	0	0	0
159563	0	0	1	0	52	1	2	0	0
111879	0	0	0	0	0	12	4	0	0
5771	0	0	23	40	1147	1138	1148	0	4
493135	0	0	0	0	1	0	0	0	0
47316	0	0	0	0	0	0	0	0	0
44012	0	0	86	22	1637	1043	814	0	3
86027	0	0	0	0	0	0	0	0	0
179555	0	0	1	0	0	0	0	0	0
223075	0	0	0	0	0	0	0	0	0
532163	0	0	1	11	20	74	47	0	0
352619	0	0	0	0	1	1	0	0	1
519755	0	0	0	0	0	0	0	0	0
514342	0	0	0	0	0	0	0	0	0
268065	0	0	0	0	7	5	5	0	0
532443	0	0	0	0	0	0	0	0	0
162510	0	0	0	0	1	0	0	0	0
5851	0	0	0	0	5	1	0	0	0
5563	0	0	0	0	0	0	0	0	0
104117	0	0	0	15	2	2	0	0	0
265057	0	0	32	7	1	0	0	0	0
5516	0	0	11	17	16	18	21	0	0
168859	0	0	9	62	2	3	1	0	0
570079	0	0	1	0	0	0	0	0	0
181641	0	0	0	0	0	0	0	0	0
163171	0	0	0	0	0	0	0	0	0
303674	0	0	1	1	0	0	1	0	0
4566	0	0	0	0	0	0	0	0	0
75850	0	0	0	0	0	0	0	0	0
163716	0	0	0	0	0	0	0	0	0
110239	0	0	0	0	0	0	0	0	0
255006	0	0	0	0	0	0	0	0	0
4470	0	0	0	0	0	0	0	0	0
217334	0	0	0	0	0	0	0	0	0
240686	0	0	0	0	0	0	0	0	0
77302	0	0	0	0	0	0	0	0	0
4530	0	0	0	1	0	0	0	0	0
259049	0	0	0	3	0	0	0	0	0
4529	0	0	0	1	0	0	0	0	0
306797	0	0	0	0	0	0	0	0	0
68789	0	0	0	0	0	0	0	0	0
35227	0	0	0	1	0	1	0	0	0
78316	0	0	0	2	0	0	0	0	0
129759	0	2	0	0	0	4	3	2	1
562526	1	2	4	36	170	41	30	1	1
223431	0	0	0	0	0	0	0	0	0
560773	2	0	4	98	20	6	3	0	1
585288	0	0	0	1	0	0	0	0	0
133194	0	0	1	0	0	0	0	0	0
143097	0	1	0	15	0	0	0	0	0
511687	0	0	0	6	1	0	0	0	0
563240	0	0	2	0	3	1	2	0	0
162032	0	0	0	0	0	0	0	0	0
352641	0	0	0	0	6	6	0	0	0
293215	0	0	0	3	0	0	1	0	0
543139	0	0	3	3	80	31	17	0	0
552687	0	0	0	0	0	0	0	0	0
99195	0	0	0	2	0	0	0	0	0
278777	0	0	0	0	0	1	0	0	0
158069	0	0	0	2	22	15	11	1	0
149938	0	0	0	5	1	0	0	0	0
251218	0	0	0	0	6	2	0	0	0
226200	0	0	0	0	0	0	0	0	0
222699	0	0	0	20	1	2	2	0	0
6204	0	0	0	0	1	0	0	0	0
230648	0	0	0	0	2	8	3	0	0
331282	0	0	0	0	0	0	0	0	0
494339	0	0	1	2	46	26	7	0	0
590580	0	0	0	0	0	0	0	0	0
18013	0	0	0	0	0	0	0	0	0
188464	0	0	0	0	0	0	0	0	0
389987	0	0	0	8	5	0	0	1	0
354042	0	0	0	0	0	0	0	0	0
238508	0	0	0	1	2	0	0	0	0
31402	0	0	3	47	0	1	1	0	0
185783	0	0	0	0	0	0	0	0	0
130031	0	0	0	0	0	0	0	0	0
134597	0	0	0	0	10	27	24	0	0
255870	0	0	0	0	0	0	0	0	0
471442	0	0	0	0	0	0	0	0	0
246904	0	0	0	0	0	0	0	0	0
284321	0	0	5	4	137	1292	1442	0	1
187961	0	0	0	0	0	17	32	0	0
10860	0	0	1	2	18	299	227	0	0
548614	0	0	0	0	0	14	16	0	0
10845	0	0	1	1	21	77	119	0	0
151169	0	0	0	0	4	53	44	0	0
576808	0	0	1	0	2	21	19	0	0
261781	0	0	0	0	3	58	45	0	0
10858	0	1	0	1	17	308	464	0	1
275861	0	0	0	0	0	2	3	0	0
10857	0	0	0	0	0	8	7	0	0
10829	0	0	0	0	0	0	0	0	0
545830	0	0	0	0	0	0	0	0	0
128536	0	0	0	0	0	0	0	0	0
49295	0	0	35	6	33	136	79	0	0
171640	0	0	1	0	6	10	14	0	0
137426	0	0	0	0	0	0	1	0	0
38566	0	0	0	0	1	0	0	0	0
247981	0	0	2	3	0	0	4	0	0
39056	0	0	0	0	0	0	0	0	0
248001	0	0	0	0	0	0	0	0	0
10651	0	0	0	0	0	0	0	0	0
177418	0	0	2	1	50	137	173	0	2
259044	0	0	0	0	0	0	0	0	0
140591	0	0	0	0	8	29	36	0	0
132337	0	0	3	3	133	449	493	0	1
104131	0	0	0	1	1	11	13	0	0
140482	0	0	1	1	42	70	124	2	1
287305	0	0	0	0	0	0	0	0	0
154451	0	0	0	0	0	0	0	0	0
244965	0	0	0	0	0	0	0	1	0
325922	0	0	0	0	0	0	0	0	0
314128	0	0	0	0	0	0	0	0	0
125969	0	0	0	0	0	0	0	0	0
361804	0	0	2	0	0	0	1	0	1
2394	0	0	0	0	0	1	0	0	0
59534	0	0	0	0	0	0	0	0	0
584759	0	0	0	0	0	0	0	0	0
268479	0	0	0	1	0	0	0	0	0
579933	0	0	0	0	0	0	0	0	0
58543	0	0	18	1	5	2	1	0	0
544271	0	0	6	1	0	0	0	0	0
140960	0	0	17	1	7	2	1	0	0
325093	0	0	1	10	1	0	0	0	0
324969	0	0	2	0	0	0	0	0	0
172143	1	0	56	13	34	6	21	0	0
544153	0	0	1	0	0	0	0	0	0
257508	0	0	1	0	0	0	0	0	0
140859	0	0	508	40	28	3	15	0	0
36481	0	0	2	1	0	0	0	0	0
207627	0	0	1	0	0	0	0	0	0
382056	0	0	6	1	0	0	0	0	0
471192	0	1	2468	1819	21	4	10	0	0
77276	0	0	27	0	0	0	0	0	0
447658	0	0	3	0	0	0	0	0	0
515258	0	0	0	0	0	0	0	0	0
140763	0	0	2	0	0	0	0	0	0
201647	0	0	0	1	0	0	0	0	0
311503	0	0	3	0	0	0	0	0	0
180016	0	0	0	0	0	0	0	0	0
145286	0	0	0	0	0	0	0	0	0
160771	0	0	0	0	0	0	0	0	0
142668	0	0	0	0	0	0	0	0	0
519516	0	0	0	0	0	0	0	0	0
152380	0	0	0	0	0	0	0	0	0
360101	0	0	0	0	0	1	0	0	0
560027	0	0	0	0	0	0	0	0	0
357986	1	0	0	0	0	0	0	0	0
152060	0	0	0	0	1	0	0	0	0
58630	0	0	0	0	0	0	0	0	0
233273	0	0	0	0	3	1	1	0	0
162099	0	0	0	0	0	0	0	0	0
257992	0	0	0	0	0	0	0	0	0
577339	0	0	1	0	0	0	2	0	0
2269	0	0	0	0	0	0	0	0	0
46641	0	0	0	0	0	6	0	0	0
148090	0	0	0	0	0	0	0	0	0
30861	0	0	0	0	0	0	0	0	0
2000	41	97	0	0	81	1	3	77	10235
130663	1	1	0	0	0	0	0	0	38
130007	85	137	0	0	0	0	0	2	14
2045	7	12	1	0	0	0	0	1	0
322235	95810	48113	40	11	168	16	15	6359	17859
184209	1	4	0	0	0	0	0	0	0
349216	3	3	0	0	0	0	0	0	1
469832	0	1	0	0	0	0	0	0	0
360785	4	2	0	0	0	0	0	0	1
469778	13	23	22	4	173	21	11	69	26
469709	42	44	1	0	0	0	0	11	1
315575	10	19	12	6	86	8	4	40	13
130228	5	11	8	1	67	5	4	22	6
256830	0	4	0	0	0	0	0	0	0
114946	1	1	14	5	2	3	2	1	1
484332	1	2	1	0	16	3	2	4	2
471156	0	3	57	2	7	2	4	0	1
471122	12	15	768	37	94	38	64	21	10
108137	0	0	0	0	0	0	0	0	0
56320	0	0	0	0	0	0	0	0	0
484401	0	0	5	1	3	6	0	0	0
102425	1	1	3	3	0	0	0	0	0
289828	0	0	0	0	0	0	0	0	0
106565	1	0	2	0	0	2	0	0	0
530801	1	3	6	0	3	0	1	3	0
2222	4	0	1	0	1	1	0	1	0
544531	0	0	2	0	2	3	0	0	0
484338	0	0	1	0	2	0	1	0	1
322715	0	0	0	0	0	0	0	0	0
332311	211	56	3	2	31	6	4	36	35
469800	8	2	0	0	1	0	0	2	0
363625	42	154	0	0	0	0	0	2	3
365909	161	555	1	1	4	0	0	26	35
258691	0	2	0	0	0	0	0	0	0
248140	1482	39920	62	14	155	19	20	240	524
318215	46	307	0	0	0	0	0	8	8
256779	0	1	0	0	0	0	1	0	0
571828	0	0	0	0	1	0	0	0	0
1950	0	0	0	0	0	0	0	0	0
63166	0	0	0	0	0	0	0	0	0
470807	0	0	1	1	0	0	0	0	0
93513	0	0	0	0	0	0	0	0	0
22635	0	0	5	0	0	0	0	0	0
291090	26744	63270	58	2	41	13	13	56	3396
303877	2	6	0	0	0	0	0	0	0
585914	53	15	0	0	0	0	0	0	1
186233	2	11	0	0	0	0	0	0	1
470761	5	7	13	2	94	12	7	32	11
546042	0	84	0	0	0	0	0	0	0
259569	32411	77724	50	14	84	20	13	65	2385
46477	0	1	0	0	0	0	0	0	0
276940	0	0	0	0	0	0	0	0	0
414628	0	0	1	0	0	0	0	0	0
196049	0	1	0	0	1	0	0	0	0
470996	0	0	0	0	0	0	0	0	0
350649	0	0	3	0	1	0	0	0	0
342865	0	0	4	0	31	103	56	0	1
566830	0	0	0	0	0	0	0	0	0
126906	0	0	0	0	0	0	0	0	0
161173	0	0	0	0	0	0	0	0	0
137491	0	0	0	0	0	0	0	0	0
172112	0	0	1	0	0	0	0	0	0
306350	0	0	1	1	0	0	0	0	0
58635	0	0	78	0	0	0	0	0	0
163626	0	0	0	0	0	0	0	0	0
55666	0	0	0	0	0	0	0	0	0
2573	0	0	0	0	0	0	0	0	0
228517	0	0	2	1	0	0	0	0	0
273031	0	1	0	1	0	0	0	1	0
259026	0	0	0	0	0	0	0	0	0
579046	0	0	0	0	0	0	0	0	0
2550	0	0	0	0	1	0	0	0	0
164755	0	0	0	0	2	5	6	0	0
532169	0	0	0	0	0	0	0	0	0
132219	0	0	0	1	0	0	0	0	0
143109	0	0	0	2	0	0	0	0	0
138931	0	0	0	0	0	0	0	0	0
1415	0	0	0	0	0	0	0	0	0
55007	0	0	0	0	0	0	0	0	0
138843	0	0	0	6	0	0	0	0	0
516998	0	0	1	1	0	0	0	0	0
288106	0	0	0	0	0	0	0	0	0
292815	0	0	0	0	0	0	0	0	0
3581	0	0	0	0	0	0	0	0	0
329327	0	0	0	0	0	0	0	0	0
293363	0	0	0	0	0	0	0	0	0
159436	0	0	0	0	0	4	1	0	0
150977	0	0	0	0	0	0	0	0	0
131989	0	1	0	0	3	30	49	0	0
1549	0	0	0	0	0	0	0	0	0
557073	0	0	0	0	0	0	0	0	0
238021	0	0	0	0	2	0	0	0	0
278234	4558	15	0	0	16	0	1	270	1163
102890	0	0	19	148	702	27	8	0	2
1591	0	0	2	0	5	0	0	0	0
1592	0	0	0	2	70	0	1	0	0
248041	0	1	20	147	743	24	12	1	3
347528	1	0	0	19	8	4	1	0	0
235858	0	2	0	0	0	0	0	0	0
111528	0	0	0	0	0	2	0	0	0
2936	0	0	0	0	0	0	0	0	0
136933	0	0	0	1	0	0	3	0	0
2920	0	0	0	0	0	0	0	0	0
580742	0	0	0	0	0	0	1	0	0
544430	0	0	0	0	0	0	0	0	0
2808	0	0	0	0	0	0	0	0	0
2826	0	0	0	0	8	15	4	0	0
2849	0	0	0	0	0	0	0	0	0
237556	0	0	0	0	0	0	0	0	0
139631	0	0	0	0	0	0	0	0	0
2845	0	0	0	0	1	0	0	0	0
200550	0	0	0	0	0	0	0	0	0
517456	0	0	0	5	0	0	1	0	0
250059	1	0	0	0	2	0	0	0	0
585054	0	0	0	0	0	0	0	0	2
186029	46	20	0	0	12	0	0	7	976
186254	0	0	0	0	0	0	0	0	2
469663	0	0	0	0	0	0	0	0	0
471157	0	0	0	0	0	0	0	0	0
11372	208	0	1	0	5	0	0	248	255
11353	0	0	0	0	0	0	0	0	0
1277	0	0	0	0	0	1	1	0	0
89770	441	4	0	0	0	0	0	1	0
44695	0	0	0	0	0	0	0	0	1
295560	0	0	0	0	0	0	0	0	0
344553	0	0	0	0	1	0	0	1	1
326083	0	0	0	0	0	0	0	0	0
338957	0	1	0	0	1	1	2	1	0
350677	0	0	0	0	0	0	0	0	0
319790	0	0	0	0	14	40	37	0	0
14207	0	0	0	0	1	1	3	0	0
137817	0	0	0	0	0	0	0	0	0
210652	0	0	0	0	0	0	0	0	0
159888	0	0	0	0	0	0	0	0	0
14263	0	0	0	0	0	0	0	0	0
268507	110	1	0	0	0	0	0	1	0
448805	4	0	0	0	0	0	0	0	0
266777	395	53	0	0	0	0	0	7	0
565812	347	22	2	2	1	0	0	33	8
14277	205	1	0	0	0	1	1	7	0
489717	5	0	0	0	0	0	0	0	0
182104	3271	9	0	0	1	1	0	51	16
83175	397	1	0	0	0	0	1	4	1
180390	11	0	0	0	0	0	0	0	0
364655	156	1	0	0	0	1	0	7	1
14282	0	0	0	0	0	0	0	0	0
567933	4	0	0	0	0	0	0	0	0
14288	2	0	0	0	0	0	0	0	0
175062	16	0	0	0	0	0	0	0	0
448819	1234	4	0	0	0	0	0	12	2
359171	13	17	14	8	155	11	4	73	13
181489	1	1	1	0	0	1	0	2	7
259130	0	0	0	0	4	0	0	58	619
469661	5	1	0	5	31	4	1	23	39
471257	0	0	0	0	0	0	0	0	0
16182	0	0	0	0	0	4	2	0	0
60741	0	0	0	0	0	2	1	0	0
287160	0	2	4	13	693	2718	1680	0	1
543718	0	0	0	0	0	0	0	0	0
108384	0	0	0	0	0	1	6	0	0
288756	1	3	0	0	0	0	0	0	0
437215	0	0	0	0	0	1	0	0	0
315982	0	0	0	0	1	1	0	0	0
523589	0	0	0	0	0	0	1	0	0
541328	0	0	0	0	0	1	1	0	0
16231	0	0	0	0	7	37	41	0	0
130271	0	0	0	0	0	1	0	0	0
165261	661	167	1	1	8	0	1	587	325
308873	0	0	0	0	0	0	0	0	0
469744	165	32	0	0	0	0	0	1	1
107235	0	3	0	0	0	0	0	0	0
41119	8	15	0	0	0	0	0	0	0
49276	3	9	0	0	0	0	0	0	1
206631	0	0	0	0	0	0	0	1	0
365763	0	0	0	0	0	0	0	0	4
255798	1	0	0	0	0	0	0	1	1
175932	0	0	0	0	0	0	0	0	12
571472	0	0	0	0	0	0	0	0	1
594268	0	1	0	0	0	0	0	0	0
299390	20	16	3	1	4	0	0	19	24
192025	0	1	0	0	0	0	0	1	0
290362	1	0	0	0	0	0	0	0	0
365310	0	0	0	1	0	0	0	0	9
369814	7	2	0	1	0	0	0	48	34
594253	1	0	0	0	0	0	0	1	0
199006	0	0	0	0	0	0	0	5	0
186357	0	0	0	0	0	0	0	0	1
177404	1	0	0	0	0	0	0	1	3
318444	19	26	1	2	32	1	2	25	35
291815	0	0	0	0	0	0	0	0	0
183487	0	0	0	0	0	0	0	1	0
304309	0	0	0	0	0	0	0	0	0
302128	6	27	0	0	1	0	0	37	164
208029	2	0	0	0	0	0	0	0	0
295456	1	0	0	0	0	0	0	4	5
301090	0	0	0	0	0	0	0	0	5
334041	0	0	0	0	0	0	0	0	0
291684	1	1	0	0	2	0	0	4	2
289555	1	0	0	0	0	0	0	0	1
183955	0	0	0	0	0	0	0	0	3
304393	0	0	0	0	0	0	0	0	1
362428	0	0	0	0	0	0	0	1	0
246042	0	0	0	0	0	0	0	2	3
37865	2	2	0	0	0	0	0	1	0
471000	0	0	0	0	0	0	0	2	12
92464	0	0	0	0	0	0	0	0	0
177772	124	50	0	0	0	0	0	204	62
192990	6	44	0	0	0	0	0	181	10
186077	14	121	0	0	1	0	0	299	28
177520	52	237	0	0	2	0	0	567	18
198071	10	11	0	0	0	0	0	28	3
186955	46	30	0	0	1	0	0	50	9
512903	9	0	0	0	0	0	0	0	1
193343	453	4059	0	0	6	1	2	7845	850
302746	2	2	0	0	0	0	0	10	2
357795	1716	15219	22	5	47	8	10	29060	3754
175518	23	150	0	0	0	0	0	378	35
184910	1	13	0	0	0	0	0	15	1
183969	1	5	0	0	0	0	0	11	2
193067	6	21	0	0	0	0	0	31	5
311423	15	1	0	0	0	0	0	1	2
175208	27	12	0	0	0	0	0	33	3
104573	0	0	0	0	0	0	0	1	0
62513	1	1	0	0	0	0	0	0	0
514200	0	0	0	0	0	0	0	1	0
471120	1	2	0	0	0	0	0	0	1
470747	10	19	193	6	26	12	10	6	47
469991	616	104	1	0	42	0	3	316	5301
302306	0	0	0	0	0	0	0	1	3
470969	0	0	0	0	0	0	0	0	4
363692	13	20	1	0	29	0	0	169	4204
184729	0	0	0	0	0	0	0	0	3
342397	4	9	0	0	16	0	0	72	1677
198251	0	0	0	0	0	0	0	1	5
339852	0	0	0	0	0	0	0	0	2
261912	1041	98	8	2	90	3	4	3966	7464
470973	1371	439	22	5	208	17	9	17736	9733
470172	31268	23	8	4	3	2	1	31	9
332450	48	0	0	0	0	0	0	1	1
469824	1	2	2	1	10	1	1	7	1
14129	0	0	0	0	0	0	0	0	0
569196	0	0	0	0	0	0	0	0	0
470114	44	33	1	1	43	0	0	2900	5429
368362	16	19	0	0	1	0	0	29	33
180665	1	3	0	0	0	0	0	1	3
184511	1	3	0	0	0	0	0	5	3
132991	0	2	0	0	0	0	1	0	5
177918	0	1	0	0	0	0	0	0	0
188646	361	197	0	1	33	1	1	1412	4897
361581	27	18	0	0	1	0	0	31	21
190675	2	1	0	0	0	0	0	4	8
180304	133	87	2	1	2	0	1	154	113
171551	50756	13671	25	15	383	31	20	89061	59615
290260	15724	4865	19	8	129	23	11	28263	17934
367433	10856	6298	18	6	65	12	1	12102	8901
185734	121	34	0	0	1	0	0	209	137
194986	5	5	0	0	0	0	0	15	7
173874	0	0	0	0	0	0	0	0	1
194654	13	15	0	0	0	0	0	17	6
337270	2	0	0	0	0	0	0	2	1
93647	0	0	0	0	0	1	0	0	0
261022	18	1	2	0	12	1	0	149	25
291566	1	4	0	0	0	0	0	26	2
228330	0	1	0	0	0	0	0	0	0
563574	0	0	0	0	0	0	0	2	0
533488	0	0	0	0	0	0	0	0	0
99603	0	0	0	0	0	0	0	0	0
264510	1	2	0	0	0	0	0	3	2
16066	0	1	0	0	0	0	0	12	2
291859	0	1	0	0	0	0	0	3	2
290894	0	1	0	0	0	0	0	4	1
254943	14	4	0	0	0	0	0	25	2
269833	9768	1435	4	0	6	3	3	10415	152
103352	0	0	0	0	0	0	0	0	0
268653	0	0	0	0	0	0	0	6	1
470117	5	1	2	0	33	2	0	60	163
583700	0	0	0	0	0	0	0	0	0
59386	0	0	0	0	0	0	0	0	0
556428	0	0	0	0	0	0	0	0	0
239864	0	0	0	0	0	0	0	0	0
242528	0	0	0	0	0	0	0	0	0
249745	0	0	0	0	0	0	0	0	0
60380	0	0	0	0	0	0	0	0	0
580042	0	0	0	0	0	0	1	0	0
274005	0	0	0	0	0	0	0	0	0
103155	0	0	0	0	0	0	1	0	0
256522	0	0	0	0	0	0	0	0	0
91686	0	0	0	0	0	0	1	0	0
106622	0	0	0	0	0	0	0	0	0
409809	0	0	1	0	0	1	0	0	0
144299	0	0	0	0	0	0	1	0	0
203725	0	0	0	0	0	0	0	0	0
278527	0	0	0	0	0	0	0	0	0
575425	0	0	0	0	2	2	2	0	0
561548	0	0	0	0	0	1	0	0	0
540317	0	0	0	0	0	0	0	0	0
32275	0	0	0	0	0	0	0	0	0
532740	0	0	1	0	1	4	1	0	0
239866	0	0	0	0	0	0	0	0	0
14648	0	0	0	0	0	0	0	0	0
581181	1	0	0	0	0	0	0	0	0
69411	0	0	0	0	0	0	0	0	0
14628	0	0	1	0	0	1	2	0	0
89853	0	0	0	1	0	0	2	0	0
81504	0	0	0	0	0	0	0	0	0
24211	0	0	0	0	0	0	0	0	0
110985	0	0	0	0	0	0	1	0	0
270179	0	0	0	0	0	0	0	0	0
568117	0	0	0	0	0	0	0	0	0
114233	0	0	0	0	0	0	0	0	0
112926	0	0	0	0	0	0	0	0	0
539360	0	0	0	0	0	1	0	0	0
240315	0	0	0	0	0	0	0	0	0
528019	0	0	0	0	0	0	0	0	0
277136	0	0	0	0	2	0	4	0	0
571004	0	0	0	0	1	2	2	0	0
590554	0	0	0	0	0	0	0	0	0
183736	0	0	0	0	0	0	0	0	0
14990	0	0	0	0	0	0	0	0	0
555419	0	0	0	0	1	0	0	0	0
290167	0	0	0	0	0	0	0	0	0
330402	0	0	0	0	0	0	0	0	0
292404	0	0	0	0	0	0	0	0	0
522930	0	0	0	0	0	0	0	0	0
154106	1	0	1	0	3	1	0	0	0
370030	0	0	0	0	0	0	0	0	0
15237	0	0	0	1	0	0	0	0	0
15238	0	0	0	0	0	0	0	0	0
399527	0	0	0	0	0	0	0	0	0
37420	0	0	0	0	0	0	0	0	0
382771	0	0	0	0	0	0	0	0	0
28186	2	0	0	0	0	1	0	0	0
590982	0	0	0	0	0	0	0	0	0
53470	0	0	0	0	0	0	0	0	0
15298	0	0	0	0	0	0	0	0	0
561594	0	0	0	0	0	1	1	0	0
20595	0	0	0	0	0	0	0	0	0
137557	0	0	0	0	0	0	0	0	0
17976	0	0	0	0	0	0	0	0	0
132661	0	0	0	0	0	0	0	0	0
115230	0	0	0	0	0	0	0	0	0
143718	0	0	0	0	0	0	0	0	0
140940	0	2	2	0	3	1	1	1	0
276183	0	0	0	0	0	0	0	0	0
170136	0	0	0	0	0	0	0	0	0
15054	1	1	0	0	1	1	0	0	2
470477	6	4	55	5	5	4	5	2	3
95500	0	0	0	0	0	0	0	0	0
469920	0	2	0	0	0	0	0	0	31
175947	0	1	0	0	0	0	0	0	0
73154	0	0	0	0	0	0	0	0	0
358614	0	0	0	0	0	0	0	0	0
15571	0	0	0	0	0	0	0	0	0
98605	62	67	425	18	67	54	43	25	28
154802	0	0	0	0	0	0	0	0	0
18951	0	0	0	0	0	0	0	0	0
511532	1	0	1	0	0	0	0	0	1
244707	0	0	0	0	0	0	0	0	0
35049	0	0	0	0	0	0	0	0	0
15462	0	0	0	0	1	0	0	0	0
534193	8	3	6	1	3	2	0	4	2
108747	931	233	685	7	88	35	45	205	1273
35624	0	0	0	0	0	0	0	0	0
144643	1	0	3	1	1	1	1	1	0
191458	0	0	0	0	0	0	0	0	0
370433	0	0	3	5	6	6	0	1	2
169991	0	0	1	0	0	0	0	0	1
15382	1	1	4	0	2	0	0	0	0
72003	3	2	2	0	0	0	0	0	2
139660	0	5	0	0	0	0	0	0	0
36800	0	0	0	0	0	0	0	0	0
44359	0	0	0	0	0	0	0	0	0
15357	1	2	1	0	1	0	0	0	0
305263	1	0	0	0	1	0	0	1	0
15431	0	0	0	0	0	0	0	0	0
55342	0	0	0	0	0	0	0	0	0
70091	0	0	0	0	0	0	0	0	0
86780	0	0	0	0	0	0	0	0	0
328458	0	0	1	0	1	0	0	1	0
455671	0	0	0	0	0	0	0	0	0
360402	0	0	0	0	0	0	0	0	0
15176	0	0	0	0	0	0	0	0	0
179415	0	0	0	0	0	0	0	0	0
79835	0	0	0	0	0	0	0	0	0
